# stan_version_major = 2
# stan_version_minor = 8
# stan_version_patch = 0
# model = ukeu_3_model
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = stan/data.R
# init = 2 (Default)
# random
#   seed = 2252998156
# output
#   file = stan/ukeu_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,grand_mu,grand_sigma,kappa_pollster.1,kappa_pollster.2,kappa_pollster.3,kappa_pollster.4,kappa_pollster.5,kappa_pollster.6,kappa_pollster.7,kappa_pollster.8,kappa_pollster.9,kappa_pollster.10,kappa_pollster.11,kappa_pollster.12,kappa_pollster.13,kappa_pollster.14,kappa_pollster.15,kappa_teleph
# Adaptation terminated
# Step size = 0.0395551
# Diagonal elements of inverse mass matrix:
# 0.156827, 4.09737e-05, 0.170366, 0.163559, 0.157127, 0.161299, 0.202636, 0.16611, 0.156285, 0.208777, 0.185146, 0.167696, 0.169172, 0.159134, 0.168103, 0.160686, 0.167572, 0.00661041
-182398,0.69528,0.0395551,7,79,0,-0.279571,5.50491,-0.265312,0.098612,0.249574,0.161118,0.327064,0.697174,0.311173,-0.307728,0.106001,0.265496,0.48183,0.297686,0.345752,0.412104,0.163836,0.501836
-182400,0.982455,0.0395551,6,63,0,-0.115597,5.4872,-0.572667,-0.0981458,0.0635888,-0.0727631,0.321801,0.445903,0.143988,-0.153878,-0.099172,0.200522,0.314633,0.082863,0.338412,0.269261,0.0774998,0.48005
-182398,0.961966,0.0395551,6,63,0,-0.144226,5.55153,-0.576663,0.019981,0.135971,-0.085003,0.107905,0.494395,0.132322,0.0663102,-0.0735633,0.13912,0.589663,0.129962,0.657619,0.379855,0.536326,0.223416
-182396,0.829649,0.0395551,8,223,0,0.620767,5.55361,-1.30499,-0.537827,-0.656163,-0.807187,-0.22266,-0.318382,-0.576295,-0.81142,-0.715394,-0.48741,-0.218292,-0.615315,-0.253251,-0.572905,-0.414307,0.317937
-182397,1,0.0395551,5,31,0,0.614267,5.55533,-1.31718,-0.773732,-0.646891,-0.659319,-0.553847,-0.134539,-0.568001,-0.546999,-0.883567,-0.55069,-0.326461,-0.574792,-0.287673,-0.430447,-0.537506,0.311376
-182397,0.929306,0.0395551,8,175,0,0.232585,5.51882,-1.05513,-0.26414,-0.282418,-0.304574,-0.185164,0.129811,-0.224562,-0.286097,-0.694707,-0.2037,-0.0421891,-0.229678,0.182062,-0.169586,-0.27885,0.342881
-182395,0.995706,0.0395551,6,63,0,0.236968,5.50516,-0.709149,-0.340799,-0.290663,-0.265312,-0.40886,0.0744421,-0.258474,-0.575011,-0.214162,-0.250377,0.0415697,-0.186089,0.117823,-0.23101,-0.1537,0.398165
-182394,0.957543,0.0395551,6,63,0,0.0947465,5.55177,-0.914298,-0.203262,-0.161241,-0.225975,0.210403,0.316893,-0.0785512,-0.470238,-0.571974,-0.0703554,0.140105,0.00114384,0.253443,-0.00184342,-0.0195539,0.348434
-182400,0.762362,0.0395551,5,31,0,0.140549,5.53203,-0.715065,-0.133004,-0.248181,-0.216825,0.171365,-0.0197379,-0.131965,-0.274528,-0.449435,-0.111292,0.309454,-0.142643,0.132727,0.0658973,0.183668,0.374296
-182400,0.991464,0.0395551,4,15,0,0.132507,5.53126,-0.664871,-0.24835,-0.159459,-0.269985,0.254368,-0.0508444,-0.193206,-0.279468,-0.540099,-0.236752,0.206333,-0.0374681,0.157585,0.0854083,0.134487,0.383807
-182398,0.906701,0.0395551,8,159,0,-0.520576,5.54086,0.182435,0.425669,0.527141,0.442608,0.575402,1.06046,0.494782,0.321064,0.399438,0.488088,0.946937,0.490733,0.881011,0.725177,0.841445,0.283856
-182400,0.921238,0.0395551,8,159,0,0.0854908,5.54073,-0.892397,-0.0702424,-0.128509,-0.280862,0.128356,0.318943,-0.0902341,-0.00100715,0.0625162,-0.150218,0.456383,-0.0382904,0.329696,-0.05465,0.0339288,0.284893
-182393,0.959598,0.0395551,4,15,0,0.0470926,5.551,-0.857223,-0.20564,-0.0834895,-0.135346,0.039294,0.331829,-0.0563088,-0.170894,-0.165494,0.173689,0.297432,-0.0678356,0.322937,0.124803,0.195124,0.289331
-182395,0.987233,0.0395551,6,63,0,0.0514439,5.57546,-0.708153,0.00811359,-0.118195,-0.124531,0.0866993,0.286868,-0.0628155,-0.481265,-0.287776,0.0446908,0.415249,-0.0405474,0.426049,0.239612,0.172731,0.226276
-182392,0.99031,0.0395551,7,127,0,0.111518,5.48614,-0.693363,-0.0983111,-0.147929,-0.199822,0.00528652,0.312282,-0.133753,-0.513204,-0.482158,0.0362641,0.291617,-0.101918,0.273917,0.0958923,0.141755,0.29329
-182399,0.839006,0.0395551,5,31,0,0.147123,5.50055,-0.4248,-0.262482,-0.154145,-0.261451,0.177302,0.252308,-0.101762,-0.271033,-0.345134,-0.226075,0.183175,-0.0857845,0.148319,-0.0208606,0.0202281,0.270965
-182398,0.999637,0.0395551,4,15,0,0.17187,5.50157,-0.441881,-0.229346,-0.231702,-0.343485,0.276136,0.232506,-0.185393,-0.275603,-0.307817,-0.197454,0.179196,-0.00498961,0.14586,-0.0655295,0.0338132,0.271908
-182398,0.99803,0.0395551,7,95,0,-0.0303368,5.49137,-1.0102,-0.0615855,-0.0198838,-0.107992,-0.199771,0.305117,0.0447105,-0.253828,-0.332109,-0.0465053,0.335298,0.135871,0.307535,0.107085,0.0769861,0.369256
-182392,0.756456,0.0395551,5,31,0,0.0198188,5.49651,-0.664415,-0.0578941,-0.0846119,-0.20032,0.11648,0.269367,-0.00401088,-0.4393,-0.163518,0.0324894,0.33278,-0.063267,0.25607,0.125522,0.148133,0.370827
-182394,0.938239,0.0395551,7,127,0,0.176603,5.52473,-0.986935,-0.162203,-0.186839,-0.365479,0.3417,0.111978,-0.187821,-0.0560504,-0.294318,-0.0459545,0.276892,-0.159918,0.398421,0.0250791,0.119471,0.198871
-182394,0.989831,0.0395551,7,127,0,0.338072,5.55166,-0.701625,-0.456009,-0.393008,-0.523892,-0.159566,-0.0927097,-0.365358,-0.695078,-0.622802,-0.17983,0.11706,-0.353717,0.0826507,-0.2178,-0.130874,0.306934
-182395,0.994004,0.0395551,8,191,0,-0.101241,5.51413,-0.28849,0.0122215,0.0473023,0.0252599,0.300418,0.14112,0.0878784,-0.232509,-0.126574,0.179845,0.603205,0.143951,0.439182,0.180677,0.342897,0.248299
-182397,0.703833,0.0395551,7,95,0,-0.0935694,5.49119,-0.753901,0.064867,0.0689617,0.0167876,0.192833,0.671622,0.141384,-0.123091,-0.110199,0.104654,0.534516,0.165288,0.319591,0.220494,0.247814,0.363167
-182393,0.999548,0.0395551,5,31,0,-0.0981968,5.4837,-0.71555,0.0605756,0.0252646,-0.0522689,0.299299,0.457389,0.0809693,-0.143311,-0.21334,0.178862,0.319855,0.0832972,0.534194,0.246833,0.191006,0.340825
-182393,0.875426,0.0395551,6,63,0,-0.0511413,5.53191,-0.544435,0.0160447,-0.0356506,-0.0197758,0.188055,0.282249,0.00383026,-0.0848306,-0.128072,0.12625,0.326602,0.173526,0.346788,0.183411,0.246682,0.311141
-182392,0.977786,0.0395551,5,31,0,-0.0975887,5.53311,-0.585904,0.00350212,0.0693701,-0.0460959,0.291401,0.484259,0.0998905,-0.056745,0.0263937,0.0544721,0.328162,0.118695,0.321736,0.191261,0.214957,0.332177
-182394,0.838648,0.0395551,4,15,0,-0.0672596,5.53873,-0.682262,-0.036581,-0.00492155,-0.0389285,0.310826,0.312669,0.0362072,0.0618208,0.102113,0.115598,0.291099,0.0703616,0.419944,0.154024,0.31116,0.350547
-182394,0.978062,0.0395551,6,63,0,-0.0323934,5.52016,-0.435201,-0.118931,0.00574857,-0.0460552,0.243004,0.507389,0.029706,-0.227976,-0.274282,0.20297,0.393526,0.0308206,0.485827,0.176076,0.412962,0.227626
-182396,0.978476,0.0395551,5,31,0,0.0539432,5.56628,-0.836198,-0.231533,-0.111802,-0.156356,0.252631,0.0807484,-0.0796013,-0.0165081,-0.202585,0.0791043,0.483754,0.039066,0.362755,0.0559756,0.281346,0.235437
-182398,0.743587,0.0395551,5,31,0,0.0315811,5.60113,-0.639476,-0.230418,-0.0797612,-0.181912,0.169396,0.529728,-0.0664788,-0.19429,-0.356903,0.135303,0.508624,-0.00589391,0.351059,0.0314359,0.311983,0.197497
-182401,0.944565,0.0395551,5,31,0,-0.0404967,5.59907,-0.488434,0.0878866,-0.0140801,-0.0468514,0.344835,0.40092,-0.0206513,0.0189065,-0.362833,0.013752,0.385836,0.0424227,0.555882,0.260748,0.202019,0.199321
-182395,0.630416,0.0395551,5,31,0,-0.000539251,5.57112,-0.693633,0.0338201,-0.00410262,-0.13493,0.313114,0.462964,0.0354466,-0.321585,-0.226056,0.214842,0.535485,0.0786273,0.390014,0.138912,0.279637,0.210499
-182395,0.955597,0.0395551,6,47,0,-0.130204,5.59185,-0.591244,0.0309423,0.0909297,-0.0148376,0.260471,0.434397,0.134411,-0.0155785,-0.263892,0.151688,0.40711,0.0729518,0.599236,0.294641,0.358403,0.257446
-182395,0.953249,0.0395551,6,63,0,-0.089247,5.56124,-0.588386,0.00640961,0.0261144,0.0182388,0.805053,0.418465,0.0376681,0.0169251,0.0215019,0.172306,0.506196,0.113422,0.586278,0.210352,0.235495,0.240873
-182396,0.914638,0.0395551,6,63,0,-0.175442,5.60089,-0.600086,0.128649,0.0987142,0.0847629,0.453656,0.547541,0.134514,0.0907881,-0.14217,0.390849,0.640547,0.229507,0.582015,0.270448,0.45869,0.180457
-182393,0.993546,0.0395551,6,63,0,-0.0802513,5.53627,-0.574047,-0.0036745,0.0711986,-0.112687,0.344853,0.45144,0.102508,-0.137803,-0.114924,0.113391,0.331042,0.131429,0.484261,0.261777,0.329013,0.341401
-182399,0.992005,0.0395551,4,15,0,-0.0207159,5.54655,-0.436482,0.0320276,-0.0192028,0.0693578,0.401069,0.237329,-0.00305461,-0.256148,-0.426238,0.135242,0.475054,0.113377,0.280352,0.173513,0.0965403,0.335248
-182396,0.99909,0.0395551,5,31,0,-0.00429632,5.53225,-0.719215,-0.013782,-0.00975432,-0.209602,0.211886,0.28261,0.013257,-0.147443,-0.404814,-0.0019964,0.582504,0.0323481,0.468742,0.160192,0.257279,0.302544
-182398,0.979384,0.0395551,5,31,0,0.0368213,5.53081,-0.739592,0.0142165,-0.074651,-0.228461,0.2554,0.600019,-0.027077,-0.12762,-0.300628,0.0596627,0.599164,-0.0813523,0.418402,0.139034,0.131972,0.281249
-182398,0.826613,0.0395551,6,47,0,-0.0455021,5.53194,-0.86069,0.00543225,-0.00939416,-0.088017,0.54228,0.587477,-0.0172862,-0.180496,-0.286686,0.0557326,0.33156,0.107377,0.328957,0.0388964,0.305374,0.285473
-182394,0.99751,0.0395551,8,255,0,-0.139466,5.5039,-0.318482,0.163915,0.0972824,0.101768,0.237499,0.362759,0.166277,-0.148909,-0.0793849,0.192164,0.534955,0.230234,0.539965,0.335378,0.193116,0.327745
-182396,0.989802,0.0395551,8,159,0,-0.530548,5.55965,0.133077,0.440913,0.521349,0.462189,0.787009,0.691316,0.500634,0.315048,0.485887,0.66982,0.950417,0.543156,1.00036,0.75441,0.71542,0.196989
-182394,0.998869,0.0395551,8,255,0,-0.047248,5.51891,-0.708887,0.0303472,-0.0318032,-0.0518745,0.197616,0.658274,0.049311,-0.573817,-0.204451,0.0271522,0.353226,0.0478518,0.365403,0.228752,0.0855647,0.387801
-182392,0.994466,0.0395551,8,191,0,0.107196,5.54018,-0.602264,-0.175345,-0.170101,-0.220121,0.0841841,0.108563,-0.0952932,-0.101231,-0.304439,-0.110345,0.262911,-0.0924939,0.161665,0.0368727,-0.0582117,0.35209
-182394,0.930281,0.0395551,7,95,0,0.17365,5.55328,-0.965232,-0.220099,-0.187664,-0.326356,0.40537,0.285674,-0.19654,-0.688414,-0.453617,-0.159655,0.219406,-0.217897,0.146346,-0.0046871,-0.0733845,0.345182
-182400,0.931179,0.0395551,5,31,0,0.189578,5.55435,-0.803478,-0.0962665,-0.292289,-0.260803,0.462878,0.27514,-0.216827,-0.63988,-0.332539,-0.0803796,0.288443,-0.180798,0.0924441,-0.179965,-0.0193955,0.356889
-182398,0.990951,0.0395551,6,63,0,0.380368,5.46719,-1.01803,-0.33389,-0.458316,-0.487075,-0.554071,0.0662625,-0.419643,-1.08046,-0.457801,-0.405655,-0.20997,-0.309513,-0.129195,-0.195138,-0.26487,0.39588
-182394,0.889373,0.0395551,8,191,0,-0.172133,5.5756,-0.65392,0.0956989,0.140561,0.0152038,0.588633,0.440854,0.154624,0.367225,-0.0106724,0.308577,0.507983,0.189511,0.652663,0.291877,0.47991,0.234509
-182402,0.80543,0.0395551,4,15,0,-0.183643,5.58218,-0.506074,0.209048,0.0958102,0.0787125,0.463949,0.60603,0.187459,0.340924,-0.152406,0.207662,0.366547,0.22666,0.767195,0.296282,0.302509,0.233814
-182407,0.599104,0.0395551,6,63,0,-0.241267,5.51818,-0.184797,0.0386588,0.136281,0.0633692,0.684881,0.309642,0.173531,0.193073,-0.129501,0.344782,0.774292,0.242545,0.373276,0.345414,0.451551,0.312321
-182400,0.977198,0.0395551,4,15,0,-0.174073,5.52373,-0.200244,0.15545,0.160134,0.161796,0.687785,0.480636,0.249243,0.0277288,0.0430383,0.318535,0.411678,0.231372,0.628544,0.275402,0.404638,0.288695
-182399,0.998826,0.0395551,7,127,0,-0.372432,5.52719,-0.312072,0.27753,0.259996,0.142312,0.70139,0.710636,0.363276,-0.0915841,-0.0224483,0.391405,0.741548,0.302317,0.645628,0.549324,0.470853,0.300144
-182400,1,0.0395551,4,15,0,-0.26534,5.53526,-0.515588,0.171962,0.211114,0.222194,0.805355,0.661212,0.260757,-0.220233,0.0251419,0.590689,0.61184,0.384723,0.630986,0.494009,0.3463,0.305663
-182395,0.980514,0.0395551,7,95,0,-0.138429,5.56004,-0.109575,0.147859,0.134377,0.00985402,0.613292,0.378764,0.153644,0.0351791,-0.107704,0.156635,0.516934,0.165413,0.482242,0.268438,0.283003,0.303384
-182394,0.997039,0.0395551,5,31,0,-0.135306,5.5315,-0.726764,0.0738232,0.121444,0.0432332,0.300957,0.531319,0.131837,0.177241,0.0169548,0.203703,0.506478,0.181974,0.552183,0.178238,0.472474,0.262543
-182392,0.954183,0.0395551,5,31,0,-0.130013,5.5312,-0.728825,0.152608,0.0954541,0.0465827,0.40077,0.519243,0.133196,0.0396975,0.0360209,0.194448,0.548323,0.220776,0.529415,0.320744,0.376606,0.254681
-182393,0.549761,0.0395551,7,127,0,-0.194822,5.52031,-0.435024,0.230091,0.117335,0.0755786,0.467891,0.51628,0.168758,-0.141756,0.0626564,0.0996394,0.396756,0.276377,0.434185,0.235193,0.184614,0.429299
-182394,0.96933,0.0395551,5,31,0,-0.167765,5.52764,-0.182264,0.157068,0.152811,-0.0330128,0.272269,0.475316,0.147327,-0.241739,-0.0338407,0.161165,0.40274,0.154052,0.459063,0.37639,0.27326,0.403714
-182395,0.982645,0.0395551,8,143,0,0.0903603,5.53343,-0.511533,-0.185895,-0.128211,-0.193995,-0.0750144,0.111501,-0.131654,-0.108829,-0.379963,-0.0763957,0.375345,0.0247319,0.216778,0.0559332,0.139234,0.266321
-182397,0.748889,0.0395551,5,31,0,0.122868,5.53305,-0.965805,-0.33071,-0.159938,-0.262604,-0.0967926,0.280894,-0.137321,-0.280191,-0.196098,0.0237537,0.120586,-0.0526931,0.206072,-0.0671953,-0.0396021,0.283225
-182397,0.945645,0.0395551,5,31,0,0.125054,5.5395,-0.615615,-0.129917,-0.161576,-0.308608,-0.295465,-0.0915895,-0.130706,-0.278989,-0.406912,-0.150745,0.184526,-0.0861943,0.0697927,-0.141958,-0.142387,0.38904
-182398,0.876651,0.0395551,6,63,0,0.123003,5.59589,-0.996817,-0.112408,-0.145901,-0.240716,0.264259,0.328623,-0.13254,-0.656631,-0.208404,0.0418914,0.266992,-0.130379,0.0694152,0.000936618,-0.0656588,0.376469
-182397,0.971496,0.0395551,4,15,0,0.12249,5.58594,-0.958153,-0.237435,-0.169293,-0.182968,0.28999,0.148782,-0.156455,-0.440551,-0.229383,-0.0452678,0.220893,-0.00383382,0.321071,-0.0134663,0.0147595,0.373143
-182394,0.926683,0.0395551,7,111,0,0.246784,5.57667,-0.829879,-0.211169,-0.298409,-0.423898,-0.247225,0.0148781,-0.298755,-0.362628,-0.52986,-0.175219,0.0791264,-0.228847,0.0515105,-0.0605372,-0.0424326,0.273882
-182401,0.921106,0.0395551,6,63,0,0.200168,5.6,-0.926463,-0.331365,-0.259493,-0.230984,-0.136203,-0.134776,-0.286972,-0.437421,-0.536671,-0.0203539,0.138219,-0.136177,0.25595,-0.0792439,0.0231343,0.315786
-182403,0.942776,0.0395551,4,15,0,0.203181,5.59356,-0.784606,-0.412367,-0.276531,-0.316554,-0.0605091,-0.0674124,-0.194023,-0.48253,-0.511677,0.0481342,0.0997192,-0.289369,0.188994,-0.0749165,0.158561,0.318196
-182403,0.953913,0.0395551,7,79,0,0.142346,5.5582,-0.832448,-0.333142,-0.187703,-0.240619,-0.315678,0.458532,-0.141396,-0.133739,-0.223039,0.0595613,0.201528,-0.141315,0.320589,-0.0406536,0.204036,0.349023
-182398,0.997943,0.0395551,4,15,0,0.0981922,5.574,-0.744301,-0.137086,-0.13342,-0.305422,-0.306311,0.434604,-0.130574,-0.218851,-0.207123,-0.10473,0.080828,-0.02964,0.160567,-0.0342279,0.17494,0.362051
-182403,0.783054,0.0395551,5,31,0,0.11876,5.56681,-0.688487,-0.1915,-0.238581,-0.28129,-0.259588,0.458937,-0.0556366,-0.19874,-0.169876,-0.0834704,0.145593,-0.130351,0.0890563,-0.074508,0.136464,0.362248
-182399,0.734219,0.0395551,6,63,0,0.0641756,5.52018,-0.647365,-0.0443895,-0.109928,-0.0868918,0.274122,0.0860426,-0.0105578,-0.434224,-0.356159,0.125559,0.485179,0.016735,0.37381,0.161464,0.309334,0.249312
-182395,0.975132,0.0395551,4,15,0,0.019375,5.51662,-0.643273,-0.03028,-0.0367125,-0.131779,0.36568,0.171132,0.0252086,-0.36349,-0.481834,0.101922,0.370299,0.0450055,0.407766,0.00435617,0.193222,0.262884
-182397,0.944686,0.0395551,6,63,0,0.0422179,5.52137,-0.701825,-0.00350578,-0.0993488,-0.206477,0.350963,0.34224,-0.123317,-0.465825,-0.496268,0.0195304,0.276459,0.0128823,0.301313,0.24749,0.18913,0.273275
-182399,0.995161,0.0395551,6,47,0,-0.0572403,5.51252,-0.53094,0.0200112,0.002615,-0.105277,-0.0185761,0.319508,0.0112367,0.0901161,0.0280196,0.155855,0.217066,0.0407128,0.296497,0.268061,-0.01407,0.343607
-182397,0.997375,0.0395551,7,127,0,-0.304442,5.52453,-0.0534326,0.274439,0.232617,0.147558,0.846839,0.635645,0.297408,0.035258,0.339681,0.441902,0.871402,0.300711,0.775426,0.428863,0.482217,0.170482
-182394,0.867021,0.0395551,6,63,0,-0.388653,5.55475,-0.16083,0.280147,0.394699,0.214237,0.736528,0.61393,0.375348,-0.127991,0.181682,0.488051,0.693673,0.474397,0.785908,0.533878,0.669896,0.282518
-182396,0.971583,0.0395551,8,255,0,-0.105162,5.50131,-0.594999,-0.0121572,0.0195674,0.0179677,0.00280019,0.566604,0.11086,0.168954,-0.19223,0.182186,0.385246,0.0387951,0.491314,0.242937,0.336899,0.325069
-182395,0.985492,0.0395551,7,95,0,-0.256427,5.51928,-0.338374,0.151452,0.187365,0.126595,0.627801,0.489685,0.285687,-0.24189,0.164322,0.375942,0.591231,0.399018,0.666508,0.379943,0.538557,0.283854
-182398,0.656225,0.0395551,5,31,0,-0.278603,5.52419,-0.500495,0.265244,0.23387,0.166095,0.841991,0.778398,0.194756,-0.314576,-0.119105,0.356417,0.744487,0.290856,0.640151,0.431559,0.392516,0.261972
-182396,0.997251,0.0395551,5,31,0,-0.122034,5.48477,-0.464544,0.102948,0.114801,-0.00689558,0.35536,0.32955,0.120972,0.212252,0.0597967,0.170151,0.468645,0.0664867,0.48817,0.298571,0.433157,0.225362
-182396,0.924154,0.0395551,7,95,0,-0.169424,5.51487,-0.548672,0.17451,0.134341,-0.0179897,0.20206,0.478029,0.221119,-0.443223,-0.18043,0.110264,0.463038,0.185914,0.459915,0.321566,0.360422,0.325952
-182398,0.622198,0.0395551,6,47,0,-0.109481,5.48889,-0.391964,0.131132,0.0940816,0.055232,0.397046,0.479229,0.0387722,0.0852596,0.0304396,0.127913,0.576818,0.0936722,0.530961,0.304546,0.499037,0.196905
-182398,0.901984,0.0395551,6,47,0,-0.197075,5.5393,-0.316844,0.119786,0.130829,0.210488,0.209346,0.38417,0.242312,0.238805,-0.0462778,0.421626,0.602305,0.231204,0.598455,0.388103,0.284773,0.268478
-182394,0.999957,0.0395551,8,159,0,0.153554,5.52218,-0.937603,-0.174861,-0.257542,-0.292491,-0.242735,0.335651,-0.144631,-0.224148,-0.312858,-0.126045,0.229522,-0.160576,0.162983,-0.00132367,0.0581818,0.349842
-182400,0.944653,0.0395551,8,191,0,-0.39921,5.5552,-0.480503,0.343019,0.330284,0.200807,0.7994,0.950255,0.413944,0.645075,0.162089,0.435213,0.821723,0.541156,0.727282,0.538442,0.495136,0.27631
-182403,0.993979,0.0395551,6,63,0,-0.50065,5.49728,0.200101,0.515826,0.433592,0.488721,0.673687,0.780032,0.49907,-0.134922,0.227473,0.595404,1.00042,0.428832,1.10458,0.621292,0.681799,0.2591
-182406,0.818905,0.0395551,8,255,0,0.391072,5.57571,-0.79534,-0.518411,-0.479097,-0.670645,0.0358166,0.0369396,-0.407874,-1.19416,-0.602223,-0.237304,-0.0422456,-0.271109,-0.226269,-0.229222,-0.338451,0.340626
-182402,1,0.0395551,4,15,0,0.40519,5.56892,-0.927391,-0.479675,-0.508527,-0.389089,-0.243427,-0.0927645,-0.427185,-1.11897,-0.560479,-0.50324,-0.0208398,-0.491986,-0.0221574,-0.203969,-0.357508,0.393854
-182399,1,0.0395551,4,15,0,0.363167,5.57317,-0.983825,-0.321943,-0.378657,-0.611291,-0.105961,-0.0230553,-0.376488,-1.04486,-0.623409,-0.411748,-0.0647291,-0.301104,-0.0846089,-0.189838,-0.430187,0.379505
-182398,0.968169,0.0395551,4,15,0,0.410058,5.57312,-0.973156,-0.36475,-0.497317,-0.528593,-0.0866679,-0.134108,-0.435863,-0.968155,-0.67756,-0.343671,-0.0304667,-0.350513,-0.1255,-0.148562,-0.473993,0.391857
-182394,0.989133,0.0395551,4,15,0,0.340603,5.54816,-1.08672,-0.42794,-0.407166,-0.419002,-0.225669,-0.176745,-0.322907,-0.729141,-0.592124,-0.346587,-0.0507648,-0.261707,-0.00840189,-0.313093,-0.0997682,0.357307
-182398,0.999074,0.0395551,5,31,0,0.31131,5.55261,-1.20535,-0.309937,-0.385663,-0.43678,-0.201481,-0.0295469,-0.301987,-1.0641,-0.313515,-0.266875,-0.0544155,-0.295329,0.0962454,-0.0460074,-0.197613,0.347854
-182398,0.917193,0.0395551,5,31,0,0.248854,5.53905,-1.23755,-0.328346,-0.293694,-0.384842,-0.235606,0.15162,-0.265082,-1.0022,-0.213705,-0.220233,-0.0229159,-0.269423,0.115829,-0.0637552,-0.0807639,0.371002
-182396,0.641196,0.0395551,8,159,0,-0.294823,5.52118,-0.678974,0.326403,0.255685,0.0489621,0.48619,0.764054,0.282013,-0.0487522,0.0038351,0.373072,0.795577,0.359491,0.752917,0.450178,0.52212,0.269725
-182391,0.956755,0.0395551,5,31,0,-0.238308,5.53087,-0.147126,0.156898,0.205809,0.0741215,0.419119,0.578258,0.245712,-0.173436,-0.000446879,0.329526,0.577477,0.247947,0.691191,0.419838,0.454763,0.286817
-182392,0.669657,0.0395551,5,31,0,-0.243093,5.53553,-0.29999,0.0748756,0.18525,0.188054,0.283769,0.571064,0.224861,0.0643629,0.00112888,0.27376,0.585059,0.296518,0.686012,0.414766,0.414201,0.288127
-182394,0.916137,0.0395551,5,31,0,-0.236498,5.53575,-0.278845,0.0939491,0.185023,0.202375,0.266559,0.474162,0.260502,-0.0664417,0.0816389,0.219875,0.563022,0.32123,0.631657,0.40289,0.474988,0.298158
-182398,0.995121,0.0395551,6,63,0,-0.376197,5.56873,-0.477874,0.306269,0.305971,0.280905,0.331939,0.799508,0.367039,0.353991,0.0837823,0.297449,0.499471,0.433655,0.474263,0.390146,0.483631,0.430314
-182397,0.735142,0.0395551,8,191,0,-0.172285,5.54119,-0.155238,0.210076,0.163228,0.150074,0.27166,0.420555,0.215995,-0.336819,0.00877475,0.186971,0.504718,0.235303,0.469201,0.223864,0.358324,0.332973
-182399,0.935446,0.0395551,6,63,0,-0.190041,5.51803,-0.210109,0.0335864,0.0860846,0.00541515,0.192176,0.684155,0.132063,-0.102292,-0.348372,0.294502,0.555266,0.192633,0.586738,0.380377,0.293011,0.307984
-182399,0.996117,0.0395551,8,175,0,0.0796095,5.53691,-0.923491,-0.226713,-0.0825337,-0.111951,0.241268,0.0629633,-0.0707425,-0.339623,0.0277967,-0.0467209,0.265339,0.0307177,0.202959,0.0920378,-0.046431,0.339869
-182395,0.990847,0.0395551,6,63,0,0.0439534,5.53975,-0.707451,-0.120091,-0.123475,-0.138198,0.377855,0.113749,-0.0296598,-0.31195,-0.01159,-0.0844615,0.149559,-0.0720848,0.295904,0.177633,0.0640972,0.352434
-182400,0.985722,0.0395551,9,287,0,1.21945,5.48617,-1.83486,-1.2295,-1.23233,-1.307,-1.14933,-1.22562,-1.26085,-1.49181,-1.30688,-1.16987,-0.778386,-1.22902,-0.751097,-1.07563,-1.09963,0.314664
-182399,0.939381,0.0395551,5,31,0,1.20028,5.48799,-1.74451,-1.19112,-1.29074,-1.34049,-1.21636,-0.826002,-1.19942,-1.51236,-1.31362,-1.01997,-0.886408,-1.21778,-0.946454,-1.00301,-1.02966,0.285339
-182400,0.99216,0.0395551,7,127,0,0.728268,5.6057,-1.15065,-0.775405,-0.781821,-0.841938,-0.00351145,-0.348513,-0.721968,-0.773691,-0.984931,-0.669783,-0.360058,-0.787151,-0.150149,-0.640079,-0.47684,0.203851
-182397,0.999322,0.0395551,5,31,0,0.787634,5.56942,-1.50589,-0.830488,-0.850119,-0.842186,-0.64301,-0.445127,-0.788429,-1.19026,-1.03736,-0.662614,-0.171525,-0.757807,-0.185046,-0.663434,-0.507085,0.212681
-182396,0.946987,0.0395551,7,111,0,0.675287,5.54675,-1.15026,-0.740959,-0.690377,-0.838176,-0.388517,-0.264351,-0.733728,-0.566932,-0.735599,-0.651063,-0.335737,-0.649074,-0.177423,-0.611127,-0.506475,0.319703
-182399,0.923316,0.0395551,5,31,0,0.562676,5.52297,-1.22615,-0.623482,-0.63949,-0.58042,-0.51893,-0.0485034,-0.533102,-0.98055,-1.01185,-0.451829,-0.174448,-0.524458,-0.337028,-0.367063,-0.399739,0.271213
-182396,0.888227,0.0395551,4,15,0,0.545032,5.52475,-1.19831,-0.572499,-0.664463,-0.759485,-0.492874,-0.235386,-0.546568,-0.837062,-0.758367,-0.434889,-0.20531,-0.541017,-0.0893932,-0.473172,-0.342907,0.333696
