# stan_version_major = 2
# stan_version_minor = 8
# stan_version_patch = 0
# model = ukeu_3_model
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = stan/data.R
# init = 2 (Default)
# random
#   seed = 2252998156
# output
#   file = stan/ukeu_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,grand_mu,grand_sigma,kappa_pollster.1,kappa_pollster.2,kappa_pollster.3,kappa_pollster.4,kappa_pollster.5,kappa_pollster.6,kappa_pollster.7,kappa_pollster.8,kappa_pollster.9,kappa_pollster.10,kappa_pollster.11,kappa_pollster.12,kappa_pollster.13,kappa_pollster.14,kappa_pollster.15,kappa_teleph
# Adaptation terminated
# Step size = 0.0395551
# Diagonal elements of inverse mass matrix:
# 0.156827, 4.09737e-05, 0.170366, 0.163559, 0.157127, 0.161299, 0.202636, 0.16611, 0.156285, 0.208777, 0.185146, 0.167696, 0.169172, 0.159134, 0.168103, 0.160686, 0.167572, 0.00661041
-182398,0.946275,0.0395551,6,63,0,0.812256,5.53069,-1.52762,-0.789691,-0.879092,-0.968739,-0.852823,-0.368553,-0.827221,-0.862903,-1.16139,-0.639701,-0.43894,-0.815234,-0.512556,-0.577036,-0.44237,0.210886
-182402,0.992414,0.0395551,6,63,0,0.826225,5.5001,-1.13671,-0.94874,-0.888385,-0.897126,-0.586182,-0.22263,-0.817824,-0.787453,-1.06229,-0.689975,-0.240254,-0.752346,-0.202333,-0.743448,-0.670222,0.212016
-182396,0.999646,0.0395551,4,15,0,0.818068,5.50309,-1.29197,-0.911844,-0.810274,-0.852894,-0.592639,-0.395935,-0.834407,-0.723407,-1.07893,-0.676884,-0.37817,-0.887144,-0.388644,-0.640735,-0.600244,0.214963
-182403,0.870499,0.0395551,5,31,0,0.76872,5.5312,-1.93225,-0.781705,-0.806349,-0.942217,-0.643031,-0.404883,-0.82159,-1.01977,-0.707852,-0.613868,-0.341506,-0.650761,-0.265924,-0.609923,-0.413034,0.225412
-182405,0.807666,0.0395551,6,63,0,0.847508,5.5692,-1.09267,-0.970362,-0.822805,-1.06859,-0.932766,-0.473505,-0.846961,-0.768623,-1.35708,-0.642049,-0.202777,-0.804436,-0.266714,-0.668864,-0.525113,0.160257
-182405,0.977263,0.0395551,4,15,0,0.90055,5.56948,-1.22048,-0.829988,-0.919898,-0.87915,-0.717043,-0.436324,-0.967027,-0.77846,-1.31683,-0.761485,-0.328249,-0.83263,-0.320742,-0.705322,-0.540448,0.122732
-182397,0.987067,0.0395551,5,31,0,0.871889,5.54865,-1.63185,-0.824796,-0.931859,-0.960662,-0.451755,-0.494351,-0.85859,-1.04984,-0.88155,-0.654397,-0.447647,-0.921537,-0.578561,-0.735247,-0.689565,0.259951
-182397,0.993694,0.0395551,6,63,0,0.839636,5.54409,-1.47497,-1.01444,-0.897484,-0.989477,-0.181694,-0.432621,-0.822103,-0.987215,-1.15843,-0.869092,-0.480727,-0.806908,-0.328076,-0.697491,-0.613856,0.25688
-182393,0.856614,0.0395551,6,63,0,0.855586,5.5361,-1.38528,-0.868827,-0.866217,-0.967856,-0.656524,-0.428713,-0.858044,-0.953223,-0.911173,-0.650592,-0.355213,-0.803419,-0.366908,-0.723925,-0.594952,0.190565
-182394,0.992241,0.0395551,6,63,0,0.697766,5.52362,-1.32572,-0.845919,-0.717765,-0.772196,-0.423979,-0.25085,-0.696217,-1.13277,-0.710196,-0.585887,-0.262657,-0.683852,-0.272034,-0.501096,-0.467466,0.282992
-182396,0.974873,0.0395551,8,255,0,0.222764,5.54178,-0.660764,-0.184526,-0.297605,-0.29175,0.120063,0.203446,-0.296097,-0.654391,-0.492483,-0.0858743,0.190906,-0.208631,0.199925,0.0245546,-0.0918427,0.288264
-182398,0.946987,0.0395551,8,255,0,0.559382,5.49863,-1.10281,-0.638493,-0.528387,-0.722605,-0.118368,-0.142993,-0.553189,-0.667567,-0.820593,-0.461964,-0.188105,-0.559647,-0.204476,-0.400076,-0.496897,0.219191
-182398,0.599914,0.0395551,6,63,0,0.560694,5.45782,-1.12351,-0.629521,-0.618191,-0.757994,-0.406178,-0.381613,-0.579342,-1.0668,-0.822802,-0.469009,-0.202729,-0.554339,-0.111994,-0.462422,-0.188818,0.270673
-182400,0.95519,0.0395551,5,31,0,0.598281,5.46159,-1.07737,-0.660909,-0.601526,-0.684418,-0.591805,-0.156301,-0.578757,-0.926085,-0.763917,-0.560797,-0.160647,-0.620841,-0.32946,-0.38132,-0.564748,0.26691
-182401,0.968182,0.0395551,4,15,0,0.662615,5.45717,-1.26338,-0.732506,-0.724534,-0.798347,-0.674937,-0.11618,-0.727544,-1.01426,-0.694676,-0.637247,-0.339503,-0.578447,-0.169991,-0.546648,-0.322675,0.273169
-182397,0.998683,0.0395551,7,127,0,0.531459,5.61391,-1.15209,-0.597365,-0.542619,-0.657344,-0.484988,-0.225456,-0.537752,-0.996643,-0.703445,-0.511664,-0.215291,-0.494168,-0.251746,-0.355304,-0.278604,0.272216
-182397,0.93482,0.0395551,6,63,0,0.547615,5.48731,-1.22879,-0.68802,-0.565815,-0.681091,-0.231312,-0.26807,-0.567896,-0.48354,-0.763051,-0.534917,-0.0720539,-0.528416,-0.157679,-0.488044,-0.554031,0.284159
-182396,0.929585,0.0395551,6,63,0,0.407288,5.57461,-0.957818,-0.474647,-0.465339,-0.50758,-0.418637,-0.151137,-0.475483,-1.04162,-0.49917,-0.373746,0.00363217,-0.346212,-0.18058,-0.297224,-0.215006,0.349089
-182396,0.921503,0.0395551,5,31,0,0.425941,5.57202,-1.2244,-0.399573,-0.461545,-0.53372,-0.752215,-0.226256,-0.435087,-0.827251,-0.549939,-0.346641,-0.17173,-0.403761,0.0251274,-0.257641,-0.367826,0.350722
-182394,0.789027,0.0395551,9,287,0,-0.532964,5.52466,-0.0804507,0.438916,0.470935,0.406783,1.04525,0.888853,0.549056,0.111027,0.179489,0.633425,1.0177,0.542675,0.843797,0.716238,0.76803,0.323196
-182392,0.935118,0.0395551,6,47,0,-0.484167,5.53613,-0.0776587,0.36378,0.437098,0.3294,0.503097,0.80207,0.512389,0.366597,0.397373,0.60437,0.942109,0.520659,0.864211,0.618884,0.718999,0.259499
-182394,0.978462,0.0395551,7,127,0,-0.348505,5.5137,-0.27073,0.205948,0.291824,0.257288,0.364639,0.745001,0.361308,0.265067,0.0191685,0.38897,0.716419,0.454515,0.830376,0.545518,0.582654,0.28624
-182396,0.607161,0.0395551,8,255,0,0.254901,5.55525,-1.04672,-0.280909,-0.329525,-0.400722,-0.57021,0.170391,-0.254536,-0.354492,-0.535085,-0.140574,0.0405196,-0.246661,0.059661,-0.193485,-0.0241016,0.264084
-182395,0.999975,0.0395551,5,31,0,0.287357,5.56184,-1.10638,-0.429853,-0.325227,-0.43179,-0.545661,0.168666,-0.338673,-0.283531,-0.586011,-0.204043,0.135883,-0.231198,0.10559,-0.135187,-0.0277833,0.250543
-182394,0.904746,0.0395551,6,63,0,0.411975,5.54201,-0.880088,-0.531858,-0.460725,-0.46804,0.139138,-0.149086,-0.369637,-0.798733,-0.555057,-0.362656,-0.0661376,-0.374709,-0.122985,-0.289461,-0.233543,0.356148
-182399,0.873163,0.0395551,6,63,0,0.445898,5.60013,-1.05548,-0.368722,-0.447453,-0.632711,-0.609552,0.0788128,-0.472223,-0.687055,-0.607738,-0.427812,-0.0991152,-0.368717,-0.0497172,-0.325164,-0.318892,0.262831
-182398,0.991792,0.0395551,5,31,0,0.435071,5.59363,-1.05622,-0.619955,-0.477933,-0.471543,-0.0813047,-0.115196,-0.463101,-0.781998,-0.750692,-0.328617,0.00158963,-0.528975,-0.0664465,-0.28801,-0.188088,0.335281
-182398,0.933259,0.0395551,5,31,0,0.442656,5.56971,-0.939327,-0.372403,-0.496674,-0.652553,-0.119162,-0.192984,-0.465343,-0.911913,-0.676607,-0.410726,-0.0187821,-0.303515,-0.10627,-0.304245,-0.402801,0.281528
-182403,0.945209,0.0395551,4,15,0,0.422929,5.57571,-0.924186,-0.604224,-0.441914,-0.470737,-0.185599,-0.341598,-0.432116,-0.834707,-0.634774,-0.22815,-0.160797,-0.52445,-0.132027,-0.370405,-0.180479,0.364987
-182402,0.940245,0.0395551,5,31,0,0.472817,5.54307,-1.01156,-0.430328,-0.518595,-0.701482,-0.301648,-0.0786211,-0.463791,-0.799405,-0.266044,-0.616953,-0.0460936,-0.398231,-0.0949511,-0.302475,-0.448835,0.31444
-182397,0.994138,0.0395551,6,47,0,0.405047,5.54507,-0.986829,-0.613218,-0.473355,-0.452453,-0.311209,-0.101252,-0.434084,-1.05739,-0.409009,-0.284806,-0.148182,-0.398801,-0.0846567,-0.292792,-0.194719,0.364188
-182393,0.997049,0.0395551,9,271,0,-0.386796,5.55765,-0.310856,0.434395,0.348164,0.289893,0.537306,0.706458,0.349825,0.179451,0.148389,0.451081,0.744367,0.370447,0.644031,0.456724,0.582354,0.378458
-182394,0.669852,0.0395551,5,31,0,-0.395483,5.54633,-0.216304,0.342599,0.353225,0.210209,0.494489,0.787848,0.432475,0.155465,0.187073,0.41273,0.749991,0.444937,0.585567,0.619846,0.411909,0.379795
-182396,0.837816,0.0395551,5,23,0,-0.362665,5.54668,-0.328349,0.325235,0.295706,0.317173,0.520521,0.464657,0.407561,0.291236,0.269061,0.365477,0.620269,0.383333,0.709018,0.455161,0.515145,0.395809
-182396,0.868613,0.0395551,5,31,0,-0.396611,5.54666,-0.311724,0.321703,0.289846,0.338185,0.528926,0.457311,0.39994,0.292762,0.288502,0.335292,0.629723,0.375096,0.711194,0.464597,0.498878,0.399456
-182397,0.997331,0.0395551,5,31,0,-0.349238,5.5497,-0.207514,0.288984,0.310478,0.117885,0.514111,0.828904,0.40599,0.136015,0.265287,0.388459,0.602898,0.39026,0.532302,0.462949,0.371256,0.40272
-182401,0.991605,0.0395551,5,31,0,-0.329904,5.57062,-0.420238,0.393794,0.261106,0.18878,0.675064,0.665639,0.309431,0.515216,0.0801894,0.263905,0.711015,0.492791,0.581326,0.547708,0.546039,0.385443
-182408,0.98704,0.0395551,4,15,0,-0.380809,5.57741,-0.164963,0.165057,0.382193,0.301742,0.957575,0.830076,0.380472,0.404368,0.107567,0.464445,0.803962,0.298382,0.740389,0.460731,0.200783,0.369852
-182404,0.963199,0.0395551,8,255,0,-0.0153125,5.48697,-0.708089,-0.0488014,-0.0703701,0.0475503,0.553452,0.305777,-0.00164485,-0.446078,-0.074727,0.252673,0.239678,0.0236037,0.561828,0.231341,0.151423,0.308108
-182406,0.956764,0.0395551,7,95,0,0.139322,5.51324,-0.713402,-0.186975,-0.194792,-0.129794,0.61984,0.412344,-0.209406,-0.128753,-0.193512,-0.18562,0.445833,-0.14442,0.206784,0.0608349,0.0945855,0.350633
-182401,0.984349,0.0395551,5,31,0,-0.00704667,5.51185,-0.851331,-0.137993,0.0409862,-0.218144,0.167352,0.143442,-0.00171766,-0.341708,-0.403844,0.0402439,0.170626,0.0622569,0.290546,0.0948611,0.018919,0.365556
-182398,0.987124,0.0395551,6,63,0,0.0663523,5.53385,-0.708932,-0.136493,-0.134622,-0.246519,-0.127762,0.231947,-0.0143195,-0.208228,-0.327098,-0.194865,0.257158,-0.16172,0.108635,0.00358379,-0.0101688,0.399861
-182404,0.999234,0.0395551,8,191,0,0.331738,5.47012,-0.902365,-0.361709,-0.370715,-0.378452,0.0196886,-0.10977,-0.418919,-0.622931,-0.580448,-0.187705,0.23393,-0.261294,0.117555,-0.10918,-0.307125,0.348785
-182397,0.98443,0.0395551,5,31,0,0.313621,5.48312,-1.0134,-0.408328,-0.330712,-0.450202,0.0973297,0.0573895,-0.362578,-0.715716,-0.463876,-0.267628,-0.167697,-0.350937,0.163008,-0.168037,-0.126869,0.311935
-182395,0.646822,0.0395551,4,15,0,0.376659,5.48678,-1.02279,-0.369152,-0.399481,-0.490475,0.250079,-0.00503174,-0.372076,-0.617549,-0.428392,-0.411755,-0.141577,-0.306787,-0.0680401,-0.22369,-0.2699,0.323077
-182397,0.975459,0.0395551,7,95,0,0.288637,5.58143,-0.989105,-0.345842,-0.331772,-0.478636,0.601698,-0.0559584,-0.333494,-0.603265,-0.466638,-0.220551,0.253941,-0.245965,0.138038,-0.129555,-0.0937355,0.253784
-182395,0.984606,0.0395551,6,63,0,0.244498,5.51969,-0.775956,-0.27502,-0.281814,-0.310187,-0.460038,0.228303,-0.292832,-0.29915,-0.528283,-0.183536,0.351932,-0.209669,0.161212,-0.11587,0.0447474,0.228536
-182393,0.960496,0.0395551,5,31,0,0.300623,5.53413,-0.934902,-0.332143,-0.38505,-0.391823,-0.282975,0.0346903,-0.296266,-0.353067,-0.520594,-0.0833812,-0.032096,-0.249472,0.134247,-0.0972992,-0.0913681,0.248358
-182394,0.942956,0.0395551,6,63,0,0.254099,5.52503,-0.837698,-0.287491,-0.274525,-0.48824,-0.27867,-0.000215767,-0.234954,-0.382253,-0.572685,-0.133958,0.0766298,-0.208699,0.0945762,-0.117852,-0.0904912,0.261513
-182395,0.891485,0.0395551,4,15,0,0.298804,5.51608,-1.0904,-0.326502,-0.368299,-0.326858,-0.264787,-0.126325,-0.322835,-0.269798,-0.359061,-0.236181,0.206133,-0.311434,0.0939157,-0.193812,0.00565854,0.266379
-182398,0.845976,0.0395551,5,31,0,0.383805,5.53034,-0.542019,-0.411014,-0.440949,-0.435002,-0.42793,-0.164323,-0.440642,-0.626664,-0.589866,-0.296805,-0.0903069,-0.323016,0.0648287,-0.173133,-0.260776,0.2949
-182401,0.957723,0.0395551,6,63,0,0.412413,5.5754,-1.33425,-0.491798,-0.482109,-0.524791,-0.513072,0.151968,-0.422133,-0.294614,-0.75556,-0.344159,0.151437,-0.410551,0.0317816,-0.342691,-0.167466,0.329454
-182401,0.925187,0.0395551,5,31,0,0.354331,5.57974,-1.17272,-0.330081,-0.392449,-0.548835,-0.0658086,0.0261975,-0.326683,-0.321778,-0.686294,-0.48187,0.104985,-0.2666,-0.183267,-0.23357,-0.248167,0.342288
-182394,0.997827,0.0395551,5,31,0,0.39958,5.57498,-1.18115,-0.415891,-0.429098,-0.607921,-0.140283,-0.0739281,-0.428036,-0.558347,-0.434612,-0.340937,0.00350445,-0.322839,-0.040202,-0.291323,-0.176558,0.340598
-182392,0.978213,0.0395551,7,95,0,0.326026,5.53867,-0.75817,-0.336661,-0.374657,-0.481416,-0.156337,0.0393756,-0.312929,-0.566691,-0.732204,-0.240956,-0.0421016,-0.352496,-0.0400724,-0.26444,-0.253131,0.362136
-182396,0.969311,0.0395551,8,159,0,0.080206,5.50736,-0.8515,-0.107307,-0.0947495,-0.231061,-0.175458,0.211261,-0.0846686,-0.685085,-0.148253,-0.0211432,0.43877,-0.0216374,0.191364,-0.0292271,-0.0171719,0.339703
-182396,0.602389,0.0395551,4,15,0,0.109807,5.49952,-0.749644,-0.300621,-0.189752,-0.163293,-0.0501393,0.231948,-0.115158,-0.725703,-0.252163,0.0127922,0.327001,-0.0769489,0.193369,0.0892927,-0.00863134,0.345853
-182398,0.964779,0.0395551,7,127,0,0.170118,5.55072,-0.792785,-0.394899,-0.208013,-0.30616,0.108706,0.20627,-0.199768,-0.459832,-0.439247,-0.185099,0.0166462,-0.135956,-0.00526019,-0.0368496,-0.343191,0.468078
-182393,0.998775,0.0395551,5,31,0,0.198199,5.54958,-0.747681,-0.189414,-0.280741,-0.328958,-0.0609128,0.238996,-0.218433,-0.635417,-0.322661,-0.245635,0.0178226,-0.172999,-0.00686175,-0.0734617,-0.087379,0.463749
-182393,0.928107,0.0395551,6,63,0,0.358086,5.5162,-1.03479,-0.410264,-0.397933,-0.400701,-0.116533,-0.243323,-0.383101,-0.228964,-0.619119,-0.23856,0.114283,-0.362985,0.051656,-0.199963,-0.0585801,0.252566
-182397,0.640183,0.0395551,8,159,0,0.232319,5.49536,-0.826834,-0.269205,-0.282871,-0.36204,0.554528,0.264906,-0.257028,-0.501424,-0.520853,-0.0158253,0.445478,-0.226625,0.307965,-0.0425332,0.18151,0.147624
-182395,0.701452,0.0395551,6,63,0,0.123114,5.50421,-0.564056,-0.205518,-0.168069,-0.265715,-0.214793,0.216425,-0.130942,0.00907356,-0.437603,-0.0247886,0.389554,-0.0746247,0.313368,-0.0430116,0.0686073,0.19888
-182396,0.874467,0.0395551,7,127,0,0.179975,5.47219,-0.989002,-0.282497,-0.197947,-0.268011,-0.24377,0.164393,-0.18493,-0.212535,-0.238659,-0.103487,0.0920504,-0.103666,0.156091,-0.120552,0.0467136,0.253961
-182393,0.49654,0.0395551,7,95,0,0.277779,5.53229,-0.773047,-0.410996,-0.326026,-0.35715,-0.0528303,-0.00492983,-0.323059,-0.536074,-0.702268,-0.244905,-0.0730818,-0.200721,0.0109039,-0.199629,-0.161358,0.336077
-182398,0.724308,0.0395551,4,15,0,0.374368,5.52979,-0.731941,-0.296979,-0.386007,-0.586914,0.218191,0.0142889,-0.394101,-0.734745,-0.624334,-0.408082,0.0137159,-0.444777,-0.0666737,-0.181262,-0.211311,0.31579
-182403,0.662041,0.0395551,6,63,0,0.32108,5.52236,-0.641733,-0.551622,-0.308244,-0.401941,-0.259284,0.284426,-0.329996,-0.951492,-0.35489,-0.19793,0.00468132,-0.304601,0.0933471,-0.298406,-0.217958,0.279962
-182401,0.862796,0.0395551,5,31,0,0.308832,5.53917,-1.20132,-0.264662,-0.337741,-0.365863,0.314247,-0.248169,-0.272631,-0.528072,-0.725093,-0.215588,0.200757,-0.218361,0.038163,-0.113006,0.0661833,0.238027
-182394,0.528176,0.0395551,7,95,0,0.322867,5.53622,-1.2642,-0.424969,-0.377503,-0.485958,0.163778,-0.075896,-0.351151,-0.59618,-0.537826,-0.269076,0.130967,-0.351385,0.134414,-0.188425,-0.165641,0.292358
-182394,0.830927,0.0395551,8,159,0,0.0909936,5.50144,-0.995394,-0.194252,-0.114883,-0.135836,-0.0595414,0.245632,-0.113633,-0.514476,-0.263214,0.0532296,0.194001,-0.00168289,0.336834,0.0206725,0.095579,0.284572
-182398,0.987222,0.0395551,5,31,0,0.0645491,5.48953,-0.858794,-0.0765849,-0.0803819,-0.251379,0.0747542,0.698615,-0.0811554,-0.354538,-0.277647,-0.0461673,0.426523,-0.0905495,0.273973,0.0870976,0.0845217,0.317787
-182398,0.940838,0.0395551,6,63,0,0.0170546,5.52508,-0.433964,0.0196425,-0.091325,-0.211196,0.356612,-0.029882,-0.0246581,0.136376,-0.167991,0.166227,0.496227,-0.00773173,0.496099,0.229591,0.313053,0.206791
-182397,0.910044,0.0395551,8,191,0,0.501209,5.53639,-0.875408,-0.592603,-0.52138,-0.555935,-0.703461,-0.158678,-0.536057,-0.573014,-0.886693,-0.602225,-0.284961,-0.399957,-0.31038,-0.422067,-0.388054,0.399279
-182398,0.768736,0.0395551,4,15,0,0.519058,5.53474,-1.00891,-0.569879,-0.631892,-0.629029,-0.712077,-0.16506,-0.539237,-0.584257,-0.901256,-0.606302,-0.249088,-0.604714,-0.241774,-0.387102,-0.392418,0.405334
-182395,0.880811,0.0395551,6,63,0,0.466692,5.50533,-1.08383,-0.489042,-0.531659,-0.631887,-0.591091,-0.128905,-0.495156,-0.866908,-0.918033,-0.404985,-0.196841,-0.347868,-0.182656,-0.348663,-0.438717,0.405486
-182393,0.751718,0.0395551,9,319,0,-0.550227,5.55517,-0.0626497,0.482129,0.510147,0.356113,0.466283,0.979928,0.552204,0.146796,0.472998,0.45174,0.885678,0.586326,0.808972,0.638523,0.624651,0.40167
-182396,0.967622,0.0395551,8,255,0,0.0085313,5.51484,-0.435197,-0.0415522,-0.0737996,-0.200277,-0.066897,0.348016,-0.0205854,-0.264651,-0.426424,0.174007,0.513377,0.0897991,0.432766,0.228892,0.117843,0.259314
-182397,0.999583,0.0395551,8,223,0,-0.319564,5.55741,-0.0793121,0.30201,0.299041,0.219606,0.569242,0.636126,0.306393,-0.107357,-0.144121,0.568422,0.753119,0.253902,0.758671,0.539613,0.621227,0.187564
-182397,0.671052,0.0395551,8,255,0,0.343356,5.55402,-0.954811,-0.342814,-0.398166,-0.407255,0.352735,0.0631771,-0.326615,-0.399383,-0.736508,-0.425516,-0.145696,-0.382973,0.0105288,-0.210272,-0.236816,0.373662
-182397,0.885292,0.0395551,6,63,0,0.241187,5.5701,-0.886256,-0.285994,-0.280367,-0.424502,-0.218613,0.0741137,-0.284358,-0.819963,-0.301095,-0.271,0.220478,-0.121884,0.17997,-0.128755,-0.0671933,0.262838
-182398,0.980763,0.0395551,4,15,0,0.252106,5.57766,-0.820397,-0.331319,-0.28873,-0.393499,-0.299299,0.142694,-0.235763,-0.941321,-0.318789,-0.0343361,0.284002,-0.249576,0.0694279,-0.0434291,0.0406089,0.273321
-182398,0.809503,0.0395551,4,15,0,0.247103,5.56881,-0.861029,-0.383225,-0.322383,-0.368682,-0.291119,0.252736,-0.23823,-0.860988,-0.259581,-0.0937297,0.176821,-0.224853,0.211089,-0.239888,-0.10747,0.280554
-182398,0.984388,0.0395551,7,79,0,0.36653,5.49214,-1.00881,-0.456727,-0.375642,-0.444831,-0.200958,-0.274588,-0.414206,-0.126831,-0.736593,-0.223808,0.0433143,-0.310298,0.0432355,-0.314436,-0.243943,0.294117
-182392,0.745832,0.0395551,5,31,0,0.387101,5.51734,-1.03463,-0.477111,-0.408954,-0.491294,-0.0507605,0.01857,-0.427084,-0.697929,-0.623636,-0.292104,-0.115779,-0.347001,0.0665281,-0.345166,-0.216712,0.305533
-182398,0.881785,0.0395551,4,15,0,0.393209,5.52574,-1.24379,-0.403673,-0.385673,-0.517501,0.117338,-0.101814,-0.406308,-0.815879,-0.457995,-0.443254,-0.0152448,-0.389928,-0.141529,-0.0939178,-0.219312,0.338932
-182400,0.791181,0.0395551,7,127,0,0.367569,5.52905,-0.894082,-0.477864,-0.382036,-0.474235,0.314371,-0.0540739,-0.351703,-1.12888,-0.445709,-0.0986801,0.101061,-0.376553,0.18412,-0.316982,-0.0890999,0.210869
-182400,0.841792,0.0395551,7,79,0,0.272584,5.55998,-0.95056,-0.474853,-0.311211,-0.410313,-0.433533,0.0632232,-0.270331,0.00766365,-0.43183,-0.288654,-0.057895,-0.206194,-0.124396,-0.160384,-0.119594,0.409508
-182395,0.94572,0.0395551,5,31,0,0.290615,5.54798,-0.842362,-0.375954,-0.307727,-0.396524,0.031587,-0.239089,-0.292106,-0.68749,-0.611943,-0.326775,0.0697292,-0.30222,0.125376,-0.221058,-0.253802,0.33565
-182396,0.855029,0.0395551,5,31,0,0.299958,5.56149,-1.01374,-0.362835,-0.375805,-0.351065,0.192903,0.319048,-0.321304,-0.677765,-0.426743,-0.233386,-0.0265325,-0.231242,0.124107,-0.201511,-0.279902,0.353259
-182397,0.966665,0.0395551,8,223,0,0.509813,5.49319,-1.29217,-0.579732,-0.549661,-0.712543,-0.437912,-0.0233942,-0.4989,-0.832301,-0.807081,-0.420849,-0.166616,-0.560326,0.0348046,-0.378156,-0.350573,0.245242
-182398,0.881549,0.0395551,6,63,0,0.57366,5.51475,-1.52594,-0.660302,-0.637806,-0.637439,-0.435979,-0.26937,-0.647133,-0.926535,-0.75833,-0.450844,0.0207883,-0.492671,-0.205006,-0.44494,-0.394382,0.271911
-182398,0.911491,0.0395551,5,31,0,0.533717,5.52334,-1.27717,-0.576698,-0.572031,-0.748688,-0.175086,-0.22599,-0.581077,-0.589197,-0.692189,-0.498375,-0.378262,-0.583505,-0.132573,-0.305383,-0.341173,0.263675
-182399,0.612905,0.0395551,5,31,0,0.626367,5.52586,-1.31005,-0.771076,-0.679668,-0.656184,-0.224729,-0.236624,-0.679483,-0.863887,-0.562605,-0.447117,-0.129929,-0.523949,-0.268635,-0.605466,-0.44272,0.300488
-182397,0.991848,0.0395551,7,127,0,0.516722,5.54983,-1.4922,-0.457783,-0.53684,-0.72402,-0.13286,-0.0332256,-0.533403,-0.739738,-0.63181,-0.458039,-0.24334,-0.542613,-0.11728,-0.288954,-0.257686,0.285941
-182396,0.933632,0.0395551,7,95,0,0.295598,5.50352,-0.993551,-0.194972,-0.317416,-0.474785,-0.270886,0.185343,-0.294137,-0.725151,-0.392017,-0.248294,0.0631115,-0.344934,-0.00527668,-0.17299,-0.203251,0.396957
-182394,0.995146,0.0395551,7,127,0,0.361234,5.49472,-0.71995,-0.49126,-0.389014,-0.468515,0.0637257,0.0268039,-0.350909,-0.413885,-0.479622,-0.203845,0.0282045,-0.36246,0.155064,-0.138426,-0.051376,0.226618
-182394,0.928264,0.0395551,7,127,0,0.424817,5.5043,-1.07321,-0.342376,-0.47013,-0.474595,-0.217187,-0.111786,-0.466382,-0.50429,-0.616838,-0.251824,0.166343,-0.381827,0.0449193,-0.249764,-0.177264,0.184555
-182395,0.926436,0.0395551,6,63,0,0.329981,5.50119,-0.892707,-0.37018,-0.353845,-0.496343,0.112454,0.0558757,-0.304964,-0.253859,-0.624226,-0.195073,0.0978189,-0.405679,0.168326,-0.244083,-0.0124272,0.185336
-182397,0.889845,0.0395551,5,31,0,0.36402,5.49576,-0.806252,-0.4399,-0.444473,-0.484483,0.176352,0.00850142,-0.399239,-0.354935,-0.616541,-0.272262,0.173985,-0.322554,0.295545,-0.193564,-0.0697844,0.163228
-182394,0.998834,0.0395551,7,79,0,0.258864,5.55271,-1.0776,-0.274809,-0.300722,-0.298314,-0.198829,0.0340692,-0.25404,-0.609436,-0.31994,-0.248268,0.126585,-0.205712,0.168629,-0.208554,-0.139107,0.359913
-182397,0.991563,0.0395551,7,127,0,0.0705157,5.62855,-0.48638,-0.173385,-0.141298,-0.236001,0.241344,0.251309,-0.108231,-0.24418,-0.201511,-0.0376836,0.315371,-0.0569896,0.41302,0.0142773,0.124027,0.32648
-182393,0.984162,0.0395551,5,31,0,0.0187534,5.59598,-0.618733,-0.0399906,-0.0455175,-0.143031,0.0720536,0.395788,-0.0122633,-0.137516,-0.403022,0.10635,0.329569,0.0448027,0.275961,0.175652,0.171298,0.317338
-182393,0.990557,0.0395551,6,47,0,-0.0997454,5.56381,-0.50588,0.0645696,0.038367,-0.0423917,0.284567,0.353102,0.0831858,-0.276028,0.0651375,0.0919307,0.415254,0.119694,0.431846,0.347531,0.150372,0.306592
-182394,0.922588,0.0395551,8,223,0,-0.338861,5.52373,-0.0839608,0.287609,0.276986,0.246736,0.436438,0.603855,0.366194,0.123027,0.305145,0.434115,0.603945,0.388517,0.639479,0.342871,0.559928,0.338841
-182394,0.813367,0.0395551,8,239,0,0.503799,5.54168,-1.21545,-0.542526,-0.523559,-0.611953,-0.285849,0.0294077,-0.493101,-0.759965,-0.627643,-0.335309,-0.0885584,-0.515623,-0.00974533,-0.4882,-0.183145,0.244994
-182396,0.985564,0.0395551,7,127,0,0.675658,5.50362,-1.16731,-0.842927,-0.698881,-0.765943,-0.597457,-0.138755,-0.671326,-1.21718,-0.808536,-0.693664,-0.380081,-0.603917,-0.364797,-0.669186,-0.544707,0.380936
-182397,0.84565,0.0395551,5,31,0,0.695014,5.50706,-1.11384,-0.62672,-0.773479,-0.824116,-0.262724,-0.463103,-0.763853,-1.07987,-0.80264,-0.678068,-0.444634,-0.684101,-0.423791,-0.470763,-0.580147,0.367176
